date_sign_up,customer_id,product_name,marketing_channel,City
4/14/2015 18:44,219332,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 19:02,219345,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 18:53,219360,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/14/2015 18:55,219367,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/14/2015 18:56,219369,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 18:56,219371,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/14/2015 18:58,219373,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/14/2015 19:03,219379,Classic - 3 meals per week for 4 people,Newsletters (internal),San Francisco
4/14/2015 19:00,219383,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 19:05,219397,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/14/2015 19:06,219403,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 19:08,219409,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 19:18,219420,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 19:18,219433,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/15/2015 8:14,219434,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/14/2015 19:26,219450,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 19:32,219460,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Francisco
4/14/2015 21:45,219462,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/14/2015 19:37,219467,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/14/2015 19:50,219481,Classic - 3 meals per week for 4 people,TV / Radio Advertising,San Francisco
4/14/2015 19:46,219487,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 19:51,219494,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 20:03,219512,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 20:03,219517,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/14/2015 20:06,219520,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/14/2015 20:06,219522,Classic - 3 meals per week for 2 people,Partnership Marketing,San Francisco
4/14/2015 20:10,219530,Classic - 3 meals per week for 2 people,Partnership Marketing,San Francisco
4/14/2015 20:17,219545,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 20:19,219546,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/14/2015 20:21,219549,Classic - 3 meals per week for 4 people,Newsletters (internal),San Francisco
4/14/2015 20:35,219568,Classic - 3 meals per week for 2 people,Partnership Marketing,San Francisco
4/14/2015 21:00,219579,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/14/2015 20:44,219590,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 20:48,219598,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/14/2015 20:47,219600,Classic - 3 meals per week for 2 people,Partnership Marketing,San Francisco
4/14/2015 21:25,219649,Classic - 3 meals per week for 2 people,Partnership Marketing,San Francisco
4/14/2015 21:29,219655,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/14/2015 21:40,219662,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 21:43,219667,3 Meals (vegetarian) for 2 people,Partnership Marketing,San Francisco
4/14/2015 21:59,219688,Classic - 3 meals per week for 2 people,Partnership Marketing,San Francisco
4/14/2015 22:13,219700,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/14/2015 22:21,219703,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Francisco
4/14/2015 22:25,219705,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 22:45,219716,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 22:56,219726,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Francisco
4/14/2015 23:08,219729,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/14/2015 23:05,219731,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 23:08,219732,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/14/2015 23:13,219736,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/15/2015 3:50,219794,Classic - 3 meals per week for 2 people,Partnership Marketing,San Francisco
4/15/2015 12:49,219803,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 5:11,219836,Classic - 3 meals per week for 4 people,Newsletters (internal),San Francisco
4/15/2015 5:18,219845,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/15/2015 5:32,219862,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/15/2015 5:35,219867,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/15/2015 6:08,219882,3 Meals (vegetarian) for 2 people,Search Engine Marketing,San Francisco
4/15/2015 6:06,219896,Classic - 3 meals per week for 4 people,Search Engine Marketing,San Francisco
4/15/2015 6:18,219919,3 Meals (vegetarian) for 2 people,Newsletters (internal),San Francisco
4/15/2015 6:27,219931,Classic - 3 meals per week for 4 people,Search Engine Marketing,San Francisco
4/15/2015 6:29,219940,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/15/2015 6:37,219957,Classic - 3 meals per week for 4 people,Newsletters (internal),San Francisco
4/15/2015 6:40,219962,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/15/2015 6:44,219974,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/15/2015 7:06,220011,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/15/2015 7:08,220015,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/15/2015 7:14,220026,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/15/2015 7:30,220031,Classic - 3 meals per week for 4 people,Newsletters (internal),San Francisco
4/15/2015 8:31,220074,Classic - 3 meals per week for 2 people,Partnership Marketing,San Francisco
4/15/2015 7:45,220085,Classic - 3 meals per week for 4 people,Newsletters (internal),San Francisco
4/15/2015 7:59,220094,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/15/2015 8:00,220118,3 Meals (vegetarian) for 2 people,Partnership Marketing,San Francisco
4/15/2015 8:02,220122,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/15/2015 8:05,220127,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/15/2015 8:07,220135,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/15/2015 8:10,220145,Classic - 3 meals per week for 4 people,Newsletters (internal),San Francisco
4/15/2015 8:17,220160,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/15/2015 8:23,220173,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/15/2015 8:30,220188,3 Meals (vegetarian) for 4 people,TV / Radio Advertising,San Francisco
4/15/2015 9:03,220229,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/15/2015 9:02,220233,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/15/2015 9:07,220282,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Francisco
4/15/2015 9:16,220306,Classic - 3 meals per week for 2 people,Newsletters (internal),San Francisco
4/15/2015 9:16,220310,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 9:22,220327,Classic - 3 meals per week for 2 people,Search Engine Marketing,Philadelphia
4/15/2015 9:26,220336,Classic - 3 meals per week for 4 people,TV / Radio Advertising,Philadelphia
4/15/2015 9:26,220340,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 9:30,220352,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 9:48,220392,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 9:55,220418,Classic - 3 meals per week for 4 people,Newsletters (internal),Philadelphia
4/15/2015 9:55,220418,Classic - 3 meals per week for 4 people,Newsletters (internal),Philadelphia
4/15/2015 9:55,220419,Classic - 3 meals per week for 4 people,Search Engine Marketing,Philadelphia
4/15/2015 9:56,220423,Classic - 3 meals per week for 4 people,Newsletters (internal),Philadelphia
4/15/2015 9:59,220435,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 10:12,220456,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 10:22,220483,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 10:47,220537,Classic - 3 meals per week for 2 people,Partnership Marketing,Philadelphia
4/15/2015 10:47,220544,Classic - 3 meals per week for 2 people,Search Engine Marketing,Philadelphia
4/15/2015 10:55,220564,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 10:57,220569,Classic - 3 meals per week for 4 people,Search Engine Marketing,Philadelphia
4/15/2015 10:58,220572,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 11:04,220579,Classic - 3 meals per week for 2 people,Partnership Marketing,Philadelphia
4/15/2015 11:08,220592,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 11:48,220605,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 11:28,220639,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 11:33,220645,Classic - 3 meals per week for 2 people,Partnership Marketing,Philadelphia
4/15/2015 11:39,220654,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 11:55,220686,3 Meals (vegetarian) for 4 people,Search Engine Marketing,Philadelphia
4/15/2015 12:02,220700,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 12:06,220705,Classic - 3 meals per week for 2 people,Search Engine Marketing,Philadelphia
4/15/2015 12:08,220709,3 Meals (vegetarian) for 2 people,Newsletters (internal),Philadelphia
4/15/2015 12:09,220714,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 12:14,220729,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 12:27,220753,Classic - 3 meals per week for 4 people,Newsletters (internal),Philadelphia
4/15/2015 12:39,220775,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 12:39,220776,Classic - 3 meals per week for 2 people,Partnership Marketing,Philadelphia
4/15/2015 12:47,220798,3 Meals (vegetarian) for 2 people,Partnership Marketing,Philadelphia
4/15/2015 12:49,220800,Classic - 3 meals per week for 4 people,Newsletters (internal),Philadelphia
4/15/2015 13:00,220815,Classic - 3 meals per week for 2 people,Search Engine Marketing,Philadelphia
4/15/2015 13:01,220831,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 13:06,220832,Classic - 3 meals per week for 4 people,Newsletters (internal),Philadelphia
4/15/2015 13:02,220833,3 Meals (vegetarian) for 2 people,Partnership Marketing,Philadelphia
4/15/2015 13:08,220847,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 13:27,220879,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 13:43,220915,Classic - 3 meals per week for 2 people,Search Engine Marketing,Philadelphia
4/15/2015 13:44,220932,Classic - 3 meals per week for 4 people,Newsletters (internal),Philadelphia
4/15/2015 13:49,220944,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 17:51,220988,Classic - 3 meals per week for 4 people,Newsletters (internal),Philadelphia
4/15/2015 14:08,220992,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 14:16,221011,Classic - 3 meals per week for 2 people,Search Engine Marketing,Philadelphia
4/15/2015 14:31,221045,Classic - 3 meals per week for 4 people,Newsletters (internal),Philadelphia
4/15/2015 14:29,221046,Classic - 3 meals per week for 4 people,Newsletters (internal),Philadelphia
4/15/2015 14:39,221052,Classic - 3 meals per week for 4 people,TV / Radio Advertising,Philadelphia
4/15/2015 14:43,221079,Classic - 3 meals per week for 4 people,Search Engine Marketing,Philadelphia
4/15/2015 14:53,221098,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 14:58,221110,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 15:07,221126,Classic - 3 meals per week for 2 people,Search Engine Marketing,Philadelphia
4/15/2015 15:11,221134,Classic - 3 meals per week for 2 people,Search Engine Marketing,Philadelphia
4/15/2015 15:20,221153,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 15:25,221162,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 15:28,221168,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 15:43,221170,Classic - 3 meals per week for 2 people,Partnership Marketing,Philadelphia
4/15/2015 15:29,221171,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 15:45,221184,Classic - 3 meals per week for 2 people,Search Engine Marketing,Philadelphia
4/15/2015 16:02,221242,Classic - 3 meals per week for 4 people,TV / Radio Advertising,Philadelphia
4/15/2015 16:07,221250,Classic - 3 meals per week for 4 people,TV / Radio Advertising,Philadelphia
4/15/2015 17:09,221270,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 16:22,221273,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 16:34,221293,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 16:38,221297,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 16:55,221331,Classic - 3 meals per week for 2 people,Partnership Marketing,Philadelphia
4/15/2015 16:55,221333,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 16:58,221336,Classic - 3 meals per week for 4 people,TV / Radio Advertising,Philadelphia
4/15/2015 17:01,221342,Classic - 3 meals per week for 2 people,Search Engine Marketing,Philadelphia
4/15/2015 17:51,221347,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 17:09,221362,Classic - 3 meals per week for 2 people,Search Engine Marketing,Philadelphia
4/15/2015 17:10,221363,Classic - 3 meals per week for 4 people,Search Engine Marketing,Philadelphia
4/15/2015 17:10,221365,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 17:13,221371,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 17:15,221374,Classic - 3 meals per week for 4 people,Newsletters (internal),Philadelphia
4/15/2015 17:19,221384,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 17:30,221408,Classic - 3 meals per week for 2 people,Partnership Marketing,Philadelphia
4/15/2015 17:35,221424,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 17:43,221438,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 17:44,221441,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 17:49,221455,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 18:02,221468,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 18:01,221470,Classic - 3 meals per week for 2 people,Partnership Marketing,Philadelphia
4/15/2015 17:57,221472,Classic - 3 meals per week for 4 people,Search Engine Marketing,Philadelphia
4/15/2015 18:00,221479,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 18:04,221488,Classic - 3 meals per week for 2 people,Partnership Marketing,Philadelphia
4/15/2015 18:07,221492,3 Meals (vegetarian) for 4 people,Search Engine Marketing,Philadelphia
4/15/2015 18:08,221497,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 18:08,221498,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 18:08,221499,Classic - 3 meals per week for 4 people,Newsletters (internal),Philadelphia
4/15/2015 9:55,220418,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 18:12,221501,3 Meals (vegetarian) for 4 people,Newsletters (internal),Philadelphia
4/15/2015 18:12,221501,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 18:12,221510,Classic - 3 meals per week for 4 people,TV / Radio Advertising,Philadelphia
4/15/2015 18:24,221541,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 18:28,221544,Classic - 3 meals per week for 2 people,Search Engine Marketing,Philadelphia
4/15/2015 18:47,221552,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 18:29,221553,3 Meals (vegetarian) for 2 people,Newsletters (internal),Philadelphia
4/15/2015 18:30,221558,Classic - 3 meals per week for 4 people,Newsletters (internal),Philadelphia
4/15/2015 18:32,221560,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 18:32,221564,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 18:38,221573,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 18:37,221583,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 18:40,221589,Classic - 3 meals per week for 4 people,TV / Radio Advertising,Philadelphia
4/15/2015 18:42,221592,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 18:57,221593,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 18:45,221596,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 18:47,221605,Classic - 3 meals per week for 4 people,Newsletters (internal),Philadelphia
4/15/2015 18:54,221606,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 18:51,221614,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 18:50,221615,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 18:51,221618,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 19:02,221619,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 18:52,221620,Classic - 3 meals per week for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 18:54,221623,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,Philadelphia
4/15/2015 19:04,221640,Classic - 3 meals per week for 2 people,Newsletters (internal),Philadelphia
4/15/2015 19:16,221649,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/15/2015 19:07,221653,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/15/2015 19:07,221654,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/15/2015 19:13,221664,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/15/2015 19:32,221710,3 Meals (vegetarian) for 2 people,Newsletters (internal),San Diego
4/15/2015 19:32,221710,Classic - 3 meals per week for 4 people,Newsletters (internal),San Diego
4/15/2015 19:34,221715,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/15/2015 19:34,221717,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/15/2015 19:35,221718,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/15/2015 19:39,221726,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/15/2015 19:44,221732,3 Meals (vegetarian) for 2 people,Search Engine Marketing,San Diego
4/15/2015 19:49,221745,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/15/2015 19:56,221757,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/15/2015 20:13,221784,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/15/2015 20:21,221792,Classic - 3 meals per week for 4 people,Search Engine Marketing,San Diego
4/15/2015 21:03,221848,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/15/2015 21:33,221866,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/15/2015 21:35,221867,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/15/2015 21:43,221874,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/15/2015 22:13,221886,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,San Diego
4/15/2015 22:23,221888,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/15/2015 22:22,221892,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/15/2015 23:16,221917,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/15/2015 23:25,221918,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/15/2015 23:47,221924,3 Meals (vegetarian) for 2 people,Newsletters (internal),San Diego
4/15/2015 23:58,221926,Classic - 3 meals per week for 4 people,TV / Radio Advertising,San Diego
4/16/2015 3:51,221965,Classic - 3 meals per week for 4 people,Newsletters (internal),San Diego
4/16/2015 4:46,221976,3 Meals (vegetarian) for 2 people,Newsletters (internal),San Diego
4/16/2015 4:49,221980,Classic - 3 meals per week for 4 people,TV / Radio Advertising,San Diego
4/16/2015 5:39,222004,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/16/2015 5:55,222015,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/16/2015 6:18,222024,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/16/2015 6:17,222031,Classic - 3 meals per week for 2 people,Partnership Marketing,SanDiego
4/16/2015 6:47,222076,3 Meals (vegetarian) for 2 people,Newsletters (internal),SanDiego
4/16/2015 7:01,222092,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/16/2015 12:35,222219,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/16/2015 8:17,222222,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/16/2015 8:25,222230,Classic - 3 meals per week for 4 people,Newsletters (internal),San Diego
4/16/2015 8:44,222261,3 Meals (vegetarian) for 2 people,TV / Radio Advertising,San Diego
4/16/2015 8:58,222289,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/16/2015 8:57,222290,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/16/2015 9:08,222292,Classic - 3 meals per week for 2 people,Newsletters (internal),San Dego
4/16/2015 9:47,222359,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/16/2015 9:59,222377,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/16/2015 10:15,222395,3 Meals (vegetarian) for 2 people,Partnership Marketing,San Diego
4/16/2015 10:45,222441,Classic - 3 meals per week for 4 people,Search Engine Marketing,San Diego
4/16/2015 10:56,222459,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/16/2015 15:59,222469,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/16/2015 11:10,222482,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/17/2015 9:31,222488,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/16/2015 11:18,222492,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/16/2015 11:33,222499,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/16/2015 11:28,222501,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/16/2015 12:13,222554,Classic - 3 meals per week for 4 people,Newsletters (internal),San Diego
4/16/2015 12:59,222614,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/16/2015 13:05,222618,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/16/2015 13:11,222625,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/16/2015 13:27,222653,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/16/2015 13:46,222676,3 Meals (vegetarian) for 2 people,Partnership Marketing,San Diego
4/16/2015 14:04,222706,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/16/2015 14:08,222716,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/16/2015 14:10,222720,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/16/2015 14:13,222723,Classic - 3 meals per week for 4 people,Newsletters (internal),San Diego
4/16/2015 14:21,222736,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/16/2015 14:26,222747,3 Meals (vegetarian) for 2 people,Newsletters (internal),San Diego
4/16/2015 14:58,222792,3 Meals (vegetarian) for 2 people,Search Engine Marketing,San Diego
4/16/2015 15:19,222816,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/16/2015 15:56,222863,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/16/2015 16:10,222878,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/16/2015 16:14,222885,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/16/2015 16:33,222903,3 Meals (vegetarian) for 2 people,Partnership Marketing,San Diego
4/16/2015 16:41,222919,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/16/2015 16:47,222926,Classic - 3 meals per week for 4 people,Newsletters (internal),San Diego
4/16/2015 17:21,222948,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/16/2015 17:31,222958,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/16/2015 18:09,222999,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/16/2015 18:51,223059,Classic - 3 meals per week for 4 people,Newsletters (internal),San Diego
4/16/2015 18:57,223064,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/16/2015 19:00,223070,3 Meals (vegetarian) for 4 people,Newsletters (internal),San Diego
4/16/2015 19:11,223080,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/16/2015 19:57,223122,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/16/2015 20:40,223167,3 Meals (vegetarian) for 2 people,Search Engine Marketing,San Diego
4/16/2015 21:06,223178,Classic - 3 meals per week for 4 people,Newsletters (internal),San Diego
4/16/2015 21:29,223201,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/16/2015 22:59,223235,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/17/2015 1:08,223256,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/17/2015 3:04,223265,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/17/2015 4:42,223282,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/17/2015 5:42,223317,Classic - 3 meals per week for 4 people,Newsletters (internal),San Diego
4/17/2015 6:23,223349,3 Meals (vegetarian) for 2 people,Partnership Marketing,San Diego
4/17/2015 6:29,223350,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/17/2015 6:42,223366,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/17/2015 6:52,223377,Classic - 3 meals per week for 2 people,Search Engine Marketing,San Diego
4/17/2015 7:00,223385,Classic - 3 meals per week for 2 people,Partnership Marketing,San Diego
4/17/2015 7:02,223387,3 Meals (vegetarian) for 2 people,Newsletters (internal),San Diego
4/17/2015 8:18,223416,Classic - 3 meals per week for 2 people,TV / Radio Advertising,San Diego
4/17/2015 8:00,223450,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
4/17/2015 8:09,223457,Classic - 3 meals per week for 2 people,Newsletters (internal),San Diego
